Id,original_title,English Title,Overview,Release Date,Genre,Cast,Producer,Director
11854,कुछ कुछ होता है,Kuch Kuch Hota Hai,"Per her mother's last wish, an 8 year old girl sets out to reunite her father with his college best friend who was in love with him.",1998-10-16,"['Romance', 'Drama']","['Shah Rukh Khan', 'Kajol', 'Rani Mukerji', 'Salman Khan', 'Farida Jalal', 'Archana Puran Singh', 'Himani Shivpuri', 'Johnny Lever', 'Anupam Kher', 'Reema Lagoo', 'Sana Saeed', 'Parzaan Dastur', 'Neelam Kothari', 'Geeta Kapoor', 'Farah Khan', 'Manish Malhotra', 'Nikkhil Advani']","['Karan Johar', 'Karan Johar', 'Karan Johar', 'Karan Johar', 'Yash Johar', 'Hiroo Johar']","['Nikkhil Advani', 'Tarun Mansukhani', 'Anjali Bhushan Nugyal', 'Mamta Murthy']"
31977,Black,Black,"Black is an adaptation of Helen Keller's autobiography. Black revolves around a blind and deaf girl, and her relationship with her teacher who himself later develops Alzheimer's disease.",2005-02-04,['Drama'],"['Amitabh Bachchan', 'Rani Mukerji', 'Ayesha Kapoor', 'Shernaz Patel', 'Dhritiman Chatterjee', 'Nandana Sen', 'Sillo Mahava', 'Mahabanoo Mody-Kotwal']",[],"['Sanjay Leela Bhansali', 'Sanjay Leela Bhansali', 'Sanjay Leela Bhansali', 'Omung Kumar']"
4435,अशोक,Aśoka,"A young Prince Asoka works to perfect his skills in battle and also deals with family conflict. During a struggle with one of his step-brothers, his mother urges Asoka to escape to stay alive. While away, Asoka meets Kaurwaki and falls in love, but must use his skills as a warrior to protect her. A dangerous and heartbreaking web of conspiracy follows, which leads Asoka to embrace a Buddhist path.",2001-09-13,"['Romance', 'Music', 'War', 'Action']","['Shah Rukh Khan', 'Kareena Kapoor Khan', 'Hrishitaa Bhatt', 'Danny Denzongpa', 'Sooraj Balaji', 'Rahul Dev', 'Ajith Kumar', 'Gerson Da Cunha', 'Subhashini Ali', 'Umesh Mehra', 'Vineet Sharma', 'Shweta Menon', 'Karan Dewani', 'Johnny Lever', 'Suresh Menon', 'Shilpa Mehta', 'Vivek Sharma', 'Gayatri Jayaraman', 'Dimple Inamdar', 'Shaan Mukherjee', 'Raghubir Yadav']","['Sanjiv Chawla', 'Mark Burton', 'Ghanteshwar T Guru']",[]
14073,जोधा अकबर,Jodhaa Akbar,A sixteenth century love story about a marriage of alliance that gave birth to true love between a Mughal emperor and a Rajput princess.,2008-02-13,"['Romance', 'History', 'Drama']","['Hrithik Roshan', 'Aishwarya Rai Bachchan', 'Sonu Sood', 'Kulbhushan Kharbanda', 'Suhasini Mulay', 'Raza Murad', 'Rajesh Vivek', 'Pramod Moutho', 'Ila Arun', 'Surendra Pal', 'Amitabh Bachchan', 'Disha Vakani', 'Nikitin Dheer', 'Poonam Sinha', 'Digvijay Purohit', 'Yuri Suri', 'Surendra Pal', 'Manava Naik', 'Rucha Vaidya']","['Ronnie Screwvala', 'Siddharth Roy Kapur']","['Ashutosh Gowariker', 'Ashutosh Gowariker', 'Ashutosh Gowariker', 'Karan Malhotra', ""Lawrence D'Souza"", 'Mohammed Aslam', 'Abhishek Varman', 'Puneet Khanna', 'Ekta Pathak Malhotra', 'Prateek Sapra', 'Gurmeet Singh', 'Rajkumar Bhagavant']"
297222,पीके,PK,"A stranger in the city asks questions no one has asked before. Known only by his initials, the man's innocent questions and childlike curiosity take him on a journey of love, laughter and letting go.",2014-12-18,"['Comedy', 'Drama', 'Science Fiction']","['Aamir Khan', 'Anushka Sharma', 'Sushant Singh Rajput', 'Saurabh Shukla', 'Boman Irani', 'Sanjay Dutt', 'Parikshat Sahni', 'Reema Debnath', 'Rukhsar Rehman', 'Sachin Parikh', 'Brijendra Kala', 'Ram Sethi', 'Rohitash Gaud', 'Ranbir Kapoor', 'Sai Gundewar', 'Karim Hajee', 'Maanvi Gagroo', 'Anil Mange', 'Amardeep Jha', 'Plabita Borthakur', 'Rajiv Gupta']","['Rahul Nanda', 'Menaka Nagarajan', 'Siddharth Roy Kapur', 'Mukesh Chhabra', 'Mandar Gosavi', 'Sachin Utekar', 'Chanpreet Singh']","['Lakshmipriya Devi', 'Karan Narvekar']"
695958,द गर्ल ऑन द ट्रेन,The Girl on the Train,"When a voyeuristic divorcee fixates on the lives of a perfect couple a far, she soon gets embroiled in a murder mystery that unfolds revealing truths about her own life.",2021-02-26,"['Drama', 'Thriller']","['Parineeti Chopra', 'Aditi Rao Hydari', 'Kirti Kulhari', 'Tota Roy Chowdhury', 'Shamaun Ahmed', 'Vatsal Sheth', 'Avinash Tiwary', 'Natasha Benton', 'Sammy Jonas Heaney', 'Nisha Aaliya', 'Richie Lawrence', 'Diljohn Singh']","['Vivek B Agrawal', 'Shibashish Sarkar', 'Rachita Kapoor', 'Shibasish Sarkar']","['Ribhu Dasgupta', 'Ribhu Dasgupta', 'Abhijeet Khuman']"
534780,अंधाधुन,Andhadhun,A series of mysterious events changes the life of a blind pianist who now must report a crime that was actually never witnessed by him.,2018-10-05,"['Crime', 'Thriller', 'Comedy']","['Ayushmann Khurrana', 'Radhika Apte', 'Tabu', 'Anil Dhawan', 'Rashmi Agdekar', 'Zakir Hussain', 'Ashwini Kalsekar', 'Manav Vij', 'Gopal Singh', 'Chhaya Kadam', 'Raash Pabri']","['Sanjay Routray', 'Vishal Bajaj', 'Ashok Vashodia', 'Ashish Kathpal', 'Kanchan Marathe', 'Snigdha Karmahe', 'Pankaj Pol', 'Girdhar Swami', 'Amit J Chaudhary']","['Sriram Raghavan', 'Sriram Raghavan', 'Sriram Raghavan']"
14194,धूम २,Dhoom 2,"Jai and Ali return, this time on the trail of an international thief who steals priceless artifacts and has chosen Mumbai as his next target.",2006-11-24,"['Drama', 'Action', 'Thriller', 'Crime']","['Hrithik Roshan', 'Abhishek Bachchan', 'Aishwarya Rai Bachchan', 'Uday Chopra', 'Bipasha Basu', 'Rimi Sen']","['Aditya Chopra', 'Aditya Chopra', 'Aashish Singh', 'Yogendra Mogre', 'Shailini Vijay Naik']","['Yash Chopra', 'Sanjay Gadhvi', 'Samar Shaikh', 'Gibson George', 'Sanyukta Ray']"
585268,War,War,"Khalid, is entrusted with the task of eliminating Kabir, a former soldier turned rogue, as he engages in an epic battle with his mentor who had taught him everything.",2019-10-02,"['Action', 'Thriller', 'Adventure']","['Hrithik Roshan', 'Tiger Shroff', 'Vaani Kapoor', 'Ashutosh Rana', 'Dipannita Sharma', 'Anupriya Goenka', 'R. Bhakti Klein', 'Soni Razdan', 'Mohit Chauhan', 'Arif Zakaria']","['Simone Bär', 'Aditya Chopra', 'Aditya Chopra', 'Shanoo Sharma', 'Bharat Rawail', 'Rengarajan Jaiprakash', 'Gurpreet Singh', 'Padam Bhushan', 'Andrea Massimi', 'Madhu Raju']","['Siddharth Anand', 'Siddharth Anand', 'Siddharth Anand', 'Abhishek Anil Tiwari', 'Pushkar Ojha', 'Nishit Bhatia', 'Sanju Soman', 'Akshay Rane', 'Rahul Pawar', 'Rajvir Ashar']"
8079,ओम शांति ओम,Om Shanti Om,"Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.",2007-11-07,"['Comedy', 'Thriller', 'Drama']","['Shah Rukh Khan', 'Deepika Padukone', 'Arjun Rampal', 'Shreyas Talpade', 'Kirron Kher', 'Nitesh Pandey', 'Shawar Ali', 'Yuvika Chaudhary', 'Satish Shah', 'Juhi Chawla', 'Javed Sheikh', 'Masood Akhtar', 'Hrithik Roshan', 'Preity Zinta', 'Vishal Dadlani', 'Abhishek Bachchan', 'Rishi Kapoor', 'Subhash Ghai', 'Amitabh Bachchan', 'Akshay Kumar', 'Dharmendra', 'Priyanka Chopra Jonas', 'Rekha', 'Salman Khan', 'Sanjay Dutt', 'Mithun Chakraborty', 'Kajol', 'Jeetendra', 'Karisma Kapoor', 'Malaika Arora', 'Saif Ali Khan', 'Rani Mukerji', 'Sunil Dutt', 'Uday Chopra', 'Bipasha Basu', 'Bappi Lahiri', 'Chunky Pandey', 'Feroz Khan', 'Koena Mitra', 'Karan Johar', 'Rakesh Roshan', 'Shabana Azmi', 'Sanjay Kapoor', 'Yash Chopra', 'Ameesha Patel', 'Dia Mirza', 'Zayed Khan', 'Vidya Balan', 'Tusshar Kapoor', 'Shilpa Shetty Kundra', 'Urmila Matondkar', 'Arbaaz Khan', 'Dino Morea', 'Amrita Arora', 'Aftab Shivdasani', 'Tabu', 'Govinda', 'Bobby Deol', 'Lara Dutta', 'Ritesh Deshmukh', 'Farah Khan', 'Suniel Shetty', 'Gauri Khan', 'Mushtaq Sheikh', 'Kareena Kapoor Khan', 'Lin Laishram']","['Sanjiv Chawla', 'Karan Johar', 'Gauri Khan', 'Anil Sable', 'Sameer Khan', 'Abhijeet Ubale', 'Rajesh Keshav Vanmali', 'Nikit Doshi']","['Joyeeta Chatterjee', 'Parag Kalita']"
10757,कभी ख़ुशी कभी ग़म,Kabhi Khushi Kabhie Gham,"Years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family.",2001-12-14,"['Comedy', 'Drama']","['Amitabh Bachchan', 'Jaya Bachchan', 'Shah Rukh Khan', 'Kajol', 'Hrithik Roshan', 'Kareena Kapoor Khan', 'Rani Mukerji', 'Farida Jalal', 'Alok Nath', 'Parzaan Dastur', 'Jugal Hansraj', 'Simone Singh', 'Aryan Khan', 'Johnny Lever', 'Jibraan Khan', 'Achala Sachdev', 'Himani Shivpuri', 'Sushma Seth', 'Shashikala', 'Tamzin Griffin', 'Ramona Sunavala', 'Jeroo Writer', 'Vikas Sethi', 'Malvika Raaj', 'Holly Holdsworth', 'Kavesh Majmudar', 'Jessey Lever', 'Amar Adatia', 'Amith Rahman', 'Ali Haji', 'Bharat Mistri', 'Samir Shah', 'Amar Talwar']","['Karan Johar', 'Karan Johar', 'Yash Johar', 'Hiroo Johar', 'Nandini Shrikent', 'Romany Helmy', 'Andy Pavord', 'Kali Sharma', 'Sharad Rane']","['Nikkhil Advani', 'Tarun Mansukhani', 'Kapil Chopra']"
61202,ज़िन्दगी ना मिलेगी दोबारा,Zindagi Na Milegi Dobara,"Three friends who were inseparable in childhood decide to go on a three-week-long bachelor road trip to Spain, in order to re-establish their bond and explore thrilling adventures, before one of them gets married. What will they learn of themselves and each other during the adventure?",2011-07-15,"['Drama', 'Comedy', 'Romance']","['Hrithik Roshan', 'Farhan Akhtar', 'Abhay Deol', 'Katrina Kaif', 'Kalki Koechlin', 'Naseeruddin Shah', 'Ariadna Cabrol', 'Deepti Naval', 'Anisa', 'Suhel Seth', 'Anisa Butt', 'Aashrita Kamath', 'Lolo Herrero', 'Ravi Khemu', 'Raaghav Chanana', 'Anuradha Chandan', 'Prashant Prakash', 'Stojan Petrov', 'Mandi Sidhu', 'Gulnaaz Khan']","['Ritesh Sidhwani', 'Anna Cassina', 'Pau Teixidor', 'Félix Rosell', 'Sunitha Ram', 'Rukhshida David', 'Nandini Shrikent']","['Zoya Akhtar', 'Zoya Akhtar', 'Zoya Akhtar', 'Luis Casacuberta']"
14163,चकदे! इंडिया,Chak De! India,"A team of rag-tag girls with their own agenda form Team India competing for international fame in field hockey. Their coach, the ex-men's Indian National team captain, returns from a life of shame after being unjustly accused of match fixing in his last match. Can he give the girls the motivation required to win, while dealing with the shadows of his own past?",2007-08-10,['Drama'],"['Shah Rukh Khan', 'Anaitha Nair', 'Tanya Abrol', 'Shilpa Shukla', 'Arya Menon', 'Shubhi Mehta', 'Chitrashi Rawat', 'Kimi Laldawla', 'Masochon V. Zimik', 'Sandia Furtado', 'Nichola Sequeira', 'Sagarika Ghatge', 'Kimberly Miranda', 'Seema Azmi', 'Raynia Mascerhanas', 'Nisha Nair', 'Vidya Malvade', 'Celina Lazarus', 'Javed Khan']","['Aditya Chopra', 'Aashish Singh', 'Ella Lehaf', 'Pankaj Pol', 'Karan Kashyap', 'Swaratmika Mishra', 'Gyandeep Chetry', 'Mohammed Haider', 'Abhimanyu Ray']","['Yash Chopra', 'Shimit Amin', 'Samar Shaikh', 'Vicky Vijay', 'Stephen Jensen', 'Bhavna Gautam']"
352173,दृश्यम्,Drishyam,"A simple, street-smart man tries to protect his family from a tough cop looking for his missing son.",2015-07-30,"['Crime', 'Drama', 'Thriller', 'Mystery']","['Ajay Devgn', 'Tabu', 'Shriya Saran', 'Rajat Kapoor', 'Ishita Dutta', 'Mrunal Jadhav', 'Kamlesh Sawant', 'Prathamesh Parab', 'Rishab Chadha', 'Prasanna Ketkar', 'Sandeep Pandey', 'Ashish Warang', 'Sanjay Bhatia', 'Sonika Chopra', 'Sharad Bhutadiya', 'Yogesh Soman']","['Rekha Bhardwaj', 'Abhishek Pathak', 'Kumar Mangat Pathak', 'Sarita Patil']","['Vishal Bhardwaj', 'Nishikant Kamat', 'Jeethu Joseph']"
22717,वांटेड,Wanted,"Radhe is a hardcore gangster. A sharpshooter with a sharp brain, he works for Gani Bhai, the dreaded Mafioso, but on his own terms. Totally fearless, Radhe single handedly eliminates Gani Bhai's enemies one by one; making more enemies than he bargained for.",2009-09-18,"['Action', 'Comedy', 'Crime', 'Thriller']","['Salman Khan', 'Vinod Khanna', 'Inder Kumar', 'Ayesha Takia', 'Prakash Raj', 'Mahesh Manjrekar', 'Manoj Pahwa', 'Govind Namdeo', 'Maheck Chahal', 'Aseem Merchant', 'Sarfaraz Khan', 'Sajid Ali', 'G. V. Sudhakar Naidu', 'Prateeksha Lonkar', 'Anil Kapoor', 'Govinda', 'Prabhu Deva', 'Anupam Shyam', 'Vijay Patkar', 'Manesha Chatarji']","['Boney Kapoor', 'Kanwalinder Singh']","['Puri Jagannadh', 'Matt Zemlin']"
222951,B.A. Pass,B.A. Pass,"After losing his parents in a car accident, Mukesh stays at his Aunt's house in Delhi. Enrolled in a good for nothing course in college he finds peace by playing chess at the local cemetery, the rest of the times he worries over ways to make a living and taking care of his sisters. 'B.A.Pass' is a story looking at the fatal promise of a new life. When Mukesh meets Sarika 'auntie' at a kitty party, little does he know of the city and it's ways and means to survive. Sarika seduces Mukesh, shy and inexperienced he falls for her. What follows is a twist of destiny, a kind of story that appears in the tabloids as 'heinous acts of crime'",2012-08-02,['Drama'],"['Shadab Kamal', 'Shilpa Shukla', 'Dibyendu Bhattacharya', 'Shikha Joshi', 'Vijay Kaushik', 'Padam Mishra', 'Deepti Naval', 'Anula Navlekar', 'Happy Ranjit', 'Amit Sharma', 'Geeta Agrawal Sharma', 'Rajesh Sharma', 'Raveena Singh']",[],"['Ajay Bahl', 'Ajay Bahl', 'Ajay Bahl']"
25868,Aladin,Aladin,"Based in the municipality of Khwaish, abused by his classmates, Aladin Chatterjee, who was orphaned when his parents, Arun and Riya, died in an accident in Siachen Valley, lived with his paternal grandfather until the later's passing. Now alone, grown up, studying in Khwaish University, and still being abused by fellow-college mates, he finds himself smitten by the lovely US Exchange Student, Jasmine. Unable to express his feelings for her, he rubs a lamp that was gifted to him on his birthday, which summons a genie named Genius. He gets 3 wishes, but wastes 2 of them, but on the 3rd one he insists that Genius assist him to win Jasmine's heart without any magical tricks. Hilarious chaos result when everything seems to fail while an immortal and deadly entity, Ringmaster, and his hordes, prepares to confront Genius and Aladin so that he can acquire more magical powers with the help of the lamp on the day of the sighting of a rare comet and the truth behind the death of Aladin's parents.",2009-10-29,"['Fantasy', 'Drama', 'Romance', 'Adventure', 'Comedy']","['Amitabh Bachchan', 'Sanjay Dutt', 'Ritesh Deshmukh', 'Jacqueline Fernandez', 'Victor Banerjee', 'Ratna Pathak', 'Sahil Khan', 'Mita Vasisht']",[],[]
362045,बाजीराव मस्तानी,Bajirao Mastani,"Peshwa Bajirao married to Kashibai, falls in love with Mastani, a warrior princess in distress. They struggle to make their love triumph amid opposition from his conservative family.",2015-12-18,"['History', 'Romance', 'Drama']","['Ranveer Singh', 'Deepika Padukone', 'Priyanka Chopra Jonas', 'Tanvi Azmi', 'Vaibhav Tatwawadi', 'Mahesh Manjrekar', 'Milind Soman', 'Aditya Pancholi', 'Ayush Tandon', 'Rudra Soni', 'Raza Murad', 'Benjamin Gilani', 'Anuja Sathe', 'Yatin Karyekar', 'Irrfan Khan']","['Shruti Mahajan', 'Arvinder Gill', 'Chetan Deolekar', 'Parag Mehta', 'Shobha Sant', 'Ashish Tandel']","['Sanjay Leela Bhansali', 'Sanjay Leela Bhansali', 'Sanjay Leela Bhansali', 'Rahul Singh Agnihotri']"
560964,जंगली,Junglee,A vet returns home to his father's elephant reserve where he encounters and fights an international poacher's racket.,2019-03-29,"['Action', 'Adventure']","['Vidyut Jammwal', 'Pooja Sawant', 'Asha Bhat', 'Atul Kulkarni', 'Makrand Deshpande', 'Akshay Oberoi', 'Thalaivasal Vijay', 'Vishwanath Chatterjee', 'Rahul Verma Rajput', 'Shankar Yadav', 'Dinesh Rajpurohit']","['Yogendra Mogre', 'Shruti Mahajan', 'Vineet Jain', 'Priti Shahani', 'Dharam Soni', 'Vaibhav Gheewala']","['Chuck Russell', 'Rohan Sippy', 'Rohan Sippy', 'Urvashi Shah']"
277432,Happy New Year,Happy New Year,Six would-be thieves enter a prestigious dance competition as a cover for their larger goal of pulling off a major heist.,2014-10-24,"['Action', 'Comedy', 'Crime']","['Shah Rukh Khan', 'Deepika Padukone', 'Abhishek Bachchan', 'Jackie Shroff', 'Boman Irani', 'Sonu Sood', 'Vivaan Shah', 'Anupam Kher', 'Sarah-Jane Dias', 'Mohan Kapur', 'Kavi Shastri', 'Daisy Irani', 'Dino Morea', 'Kiku Sharda', 'Prabhu Deva', 'Malaika Arora', 'Anurag Kashyap', 'Vishal Dadlani', 'Sajid Khan']","['Gauri Khan', 'Rahul Nanda', 'Anil Sable', 'Karim Morani', 'Niraj Pamwani', 'Himanshu Nanda', 'Karuna Badwal', 'Siddhi Pujara', 'Aadore Mukherjee Mehra']",['Varun Lalwani']
33142,विवाह,Vivah,"Poonam, a traditionally brought-up young woman, is to marry Prem, a groom chosen by her uncle. Poonam and Prem's faith and love are to be tested however, when an accident occurs and Poonam might be scarred for life.",2006-11-10,"['Romance', 'Drama']","['Shahid Kapoor', 'Amrita Rao', 'Anupam Kher', 'Seema Biswas', 'Alok Nath', 'Manoj Joshi', 'Samir Soni', 'Mohnish Behl', 'Jatin Sial', 'Dinesh Lamba', 'Amrutha Prakash', 'Lata Sabharwal', 'Ameya Pandya', 'Goolshan Mazdiasni']","['Kamal Kumar Barjatya', 'Rajkumar Barjatya', 'Ajit Kumar Barjatya', 'Rajat A. Barjatya']","['Sooraj Barjatya', 'Sooraj Barjatya', 'Sooraj Barjatya', 'Sooraj Barjatya']"
496076,शून्य,Zero,"Short in stature but big on love, a bachelor meets two very different women who broaden his horizons and help him find purpose in life.",2018-12-21,"['Romance', 'Drama', 'Comedy']","['Shah Rukh Khan', 'Katrina Kaif', 'Anushka Sharma', 'Tigmanshu Dhulia', 'Abhay Deol', 'Sheeba Chaddha', 'Brijendra Kala', 'R. Madhavan', 'Deepika Padukone', 'Salman Khan', 'Sridevi', 'Alia Bhatt', 'Kajol', 'Rani Mukerji', 'Karisma Kapoor', 'Juhi Chawla', 'Ganesh Acharya', ""Remo D'Souza"", 'Mohammed Zeeshan Ayyub', 'Anshul Chauhan']","['Gauri Khan', 'Aanand L. Rai', 'Aanand L. Rai', 'Rahul Shanklya', 'Karuna Badwal', 'Ashish Tandel', 'Shashikant Sinha']",['Anirudh Ganpathy']
444713,कमांडो 2,Commando 2 -  The Black Money Trail,"India's most wanted Black Money agent, Vicky Chaddha, gets arrested in Malaysia and is kept in a safe house by the Malaysian authorities, along with his wife. A team of four is being sent to Malaysia to bring them to India. Apart from the growth of inter-personal relationships, the mission has quite a few twists and turns on its way. The story follows Karan as he uses his brain and brawn to recover all of the laundered black money.",2017-03-02,"['Action', 'Thriller']","['Vidyut Jammwal', 'Adah Sharma', 'Freddy Daruwala', 'Suhail Nayyar', 'Thakur Anoop Singh', 'Shefali Shah', 'Esha Gupta', 'Adil Hussain', 'Kanan Arunachalam']","['Vipul Amrutlal Shah', 'Vipul Amrutlal Shah', 'Vipul Amrutlal Shah', 'Honey Trehan', 'Mukesh Pandey', 'Jayantilal Gada', 'Aashin A Shah', 'Sharmaa Adi', 'Kishor Athwal', 'Akshay Jayantilal Gada', 'Kushal Kantilal Gada', 'Vivek B Agrawal']",[]
381418,सनम तेरी कसम,Sanam Teri Kasam,"A musical romantic movie exploring the journey that ensues when the blue blooded boy Inder, ""Who wanted to love no one"" crosses paths with Saru, ""Whom no one wanted to love"". All their lives they were waiting to meet, but they just didn't know it . A musical tale of love , longing and loss. Sanam Teri Kasam - A Love story sealed with a Curse.",2016-02-05,"['Drama', 'Romance']","['Harshvardhan Rane', 'Mawra Hocane', 'Vijay Raaz', 'Murali Sharma', 'Manish Chaudhary', 'Anurag Sinha', 'Sudesh Berry', 'Rushad Rana']",['Deepak Mukut'],"['Radhika Rao', 'Radhika Rao']"
