Id,original_title,English Title,Overview,Release Date,Genre,Cast,Producer,Director
413543,Dear Zindagi,Dear Zindagi,An unconventional thinker helps a budding cinematographer gain a new perspective on life.,2016-11-23,"['Drama', 'Romance']","['Alia Bhatt', 'Shah Rukh Khan', 'Ali Zafar', 'Kunal Kapoor', 'Angad Bedi', 'Ira Dubey', 'Yashaswini Dayama', 'Aditya Roy Kapur', 'Chitra Shukla', 'Rohit Saraf', 'Atul Kale', 'Aban Bharucha Deohans', 'Yashwant Singh', 'Madhav Vaze']","['Karan Johar', 'Gauri Khan', 'Rukhshida David', 'Nandini Shrikent', 'Nandini Shrikent', 'Karan Mally', 'Pravin Khairnar']",[]
15774,स्वदेस,Swades,"A successful Indian scientist returns home to his village to take his nanny back to America with him, and in the process rediscovers his roots.",2004-12-17,['Drama'],"['Shah Rukh Khan', 'Gayatri Joshi', 'Kishori Balal', 'Smith Seth', 'Lekh Tandon', 'Rajesh Vivek', 'Daya Shankar Pandey', 'Farrukh Jaffar', 'Vishnudutt Gaur', 'Raja Awasthi', 'Vishwa S. Badola', 'Bhim Vakani', 'Rahul Vohra', 'Rajesh Balwani', 'Bachan Pachera', 'Shreyas Pandit', 'Peter Rawley', 'Makrand Deshpande']","['Kimberly Mullen', 'Mark Mullen', 'Ronnie Screwvala', 'Ronnie Screwvala', 'Kiran Rao', 'Zarina Screwvala', 'Deven Khote', 'Sunita Gowariker', 'Anadil Hossain']","['Ashutosh Gowariker', 'Ashutosh Gowariker', 'Ashutosh Gowariker', 'Ashutosh Gowariker', 'Ashutosh Gowariker', 'Danish Aslam', 'Lakshmipriya Devi', 'Vinay Waikul', 'Janani Ravichandran']"
480,Monsoon Wedding,Monsoon Wedding,"As the romantic monsoon rains loom, the extended Verma family reunites from around the globe for a last-minute arranged marriage in New Delhi. This film traces five intersecting stories, each navigating different aspects of love as they cross boundaries of class, continent and morality.",2001-08-30,"['Comedy', 'Drama', 'Romance']","['Naseeruddin Shah', 'Lillete Dubey', 'Shefali Shah', 'Vijay Raaz', 'Tillotama Shome', 'Vasundhara Das', 'Parvin Dabas', 'Kulbhushan Kharbanda', 'Kamini Khanna', 'Rajat Kapoor', 'Neha Dubey', 'Sameer Arya', 'Kemaya Kidwai', 'Ishaan Nair', 'Randeep Hooda', 'Soni Razdan', 'Roshan Seth', 'Paritosh Sand', 'Urvashi Nair']","['Caroline Baron', 'Uma Da Cunha', 'Loveleen Tandan', 'Dilip Shankar', 'Jonathan Sehring', 'Caroline Kaplan', 'Shernaz Italia', 'Freny Khodaiji']","['Mira Nair', 'Mira Nair', 'Robyn Aronstam']"
679018,जर्सी,Jersey,"An ex-cricketer struggling to make ends meet, wants to fulfill his child's wish of getting an Indian jersey but in the process comes face to face with his heroic past and is forced to decide if he will rise to the occasion and become a symbol of hope or continue to live a life as a loser?",2022-04-22,['Drama'],"['Shahid Kapoor', 'Mrunal Thakur', 'Pankaj Kapur', 'Ronit Kamra', 'Rituraj Singh', 'Geetika Mehandru', 'Prit Kamani', 'Anjum Batra', 'Saurabh Pandey', 'Rudrashish Majumdar', 'Sunil Saraswat', 'Abhishek Madrecha', 'Sanjiv Chopra']","['Dil Raju', 'Allu Aravind', 'Allu Aravind', 'Bunny Vas', 'Mukesh Chhabra', 'Rupesh Mali', 'Aman Gill', 'Aneesh Mohan']","['Gowtam Tinnanuri', 'Gowtam Tinnanuri', 'Gowtam Tinnanuri', 'Harshit Bhatia', 'Vipul S Arora']"
4251,वीर-ज़ारा,Veer-Zaara,"Squadron Leader Veer Pratap Singh, a pilot in the Indian air force, rescues the stranded Zaara, a woman from Pakistan, following a bus accident, and their lives are forever bound.",2004-11-12,"['Drama', 'Romance']","['Shah Rukh Khan', 'Preity Zinta', 'Rani Mukerji', 'Amitabh Bachchan', 'Hema Malini', 'Divya Dutta', 'Anupam Kher', 'Kirron Kher', 'Boman Irani', 'Manoj Bajpayee', 'Zohra Sehgal', 'Akhilendra Mishra', 'Tom Alter', 'Yash Chopra', 'S.M. Zaheer', 'Gurdas Mann', 'Rushad Rana', 'Vinod Negi', 'Balwant Bansal', 'Anup Kanwal Singh', 'Vicky Ahuja', 'Sanjay Singh Bhadli', 'Chandni Jas Keerat', 'Kulbir Badesron', 'Shivaya Singh', 'Banwarhlal Jhol', 'Syed Firdaus']","['Aditya Chopra', 'Aditya Chopra', 'Aditya Chopra', 'Aditya Chopra', 'Sudesh Mahan', 'Sanjay Shivalkar', 'Karan Johar', 'Padam Bhushan', 'Padam Bhushan', 'Payal Chopra', 'Ateeq Siddiqui', 'Pankaj Malik', 'Prakash Sawant']","['Yash Chopra', 'Yash Chopra', 'Ekta Pathak Malhotra', 'Ahmed Siddiqui', 'Aditi V Makim', 'Anuraj Pandey', 'Manmohan Singh Gill']"
348892,बजरंगी भाईजान,Bajrangi Bhaijaan,A young mute girl from Pakistan loses herself in India with no way to head back. A devoted man with a magnanimous spirit undertakes the task to get her back to her motherland and unite her with her family.,2015-07-17,"['Action', 'Comedy', 'Drama']","['Salman Khan', 'Kareena Kapoor Khan', 'Harshaali Malthotra', 'Nawazuddin Siddiqui', 'Rajesh Sharma', 'Sharat Saxena', 'Om Puri', 'Meher Vij', 'Mohommed Ali Shah', 'Mir Sarwar', 'Alka Kaushal', 'Adnan Sami', 'Harssh A. Singh', 'Sanjeev Jaiswal', 'Shivam Roy Prabhakar', 'Krunal Pandit']","['Sunil Lulla', 'Rahul Nanda', 'Mukesh Chhabra', 'Rekha Bhardwaj', 'Navmeet Singh', 'Rockline Venkatesh', 'Hemant Kumar Dixit', 'Himanshu Nanda', 'Amar Butala', 'Garima Mehta', 'Rajessh Bhat', 'Kunal R Khanna', 'Pankaj Pandya']","['Kabir Khan', 'Kabir Khan', 'Kabir Khan', 'Kabir Khan', 'Tegveer Singh', 'Archit Kumar', 'Karishma Kohli', 'Manish Mann Indoria', 'Moin Shaikh', 'Prarthana Goswami']"
447856,Pad Man,Pad Man,"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.",2018-02-09,"['Comedy', 'Drama']","['Akshay Kumar', 'Radhika Apte', 'Sonam Kapoor', 'Jyoti Subhash', 'Mrinmayee Godbole', 'Soumya Vyas', 'Riva Bubber', 'Urmila Mahanta', 'Amitabh Bachchan', 'Suneel Sinha', 'Rakesh Chaturvedi']","['Rahul Nanda', 'Shruti Mahajan', 'Prashant Shah', 'Anil Naidu', 'Vivek Krishnani']",['Jagan Shakti']
1041054,Freddy,Freddy,"Introverted and awkward Dr. Freddy Ginwala desperately searches for a soulmate. When he finally finds her, the relationship becomes as painful as a root canal.",2022-12-02,"['Romance', 'Thriller']","['Kartik Aaryan', 'Alaya F', 'Karan A. Pandit', 'Sajjad Delafrooz', 'Jeniffer Piccinato', 'Harshika Kewalramani']","['Ekta Kapoor', 'Shobha Kapoor', 'Jay Shewakramani', 'Shreyans Hirawat', 'Gaurav Bose', 'Vaibhav Vishant', 'Ruchikaa Kapoor', 'Narendra Hirawat', 'Sharad Saxena', 'Amit A. Naik']",['Shashanka Ghosh']
283589,बैंग बैंग,Bang Bang!,"A young bank receptionist gets mixed up with Rajveer Nanda, a man who has a mysterious background.",2014-10-02,"['Action', 'Adventure', 'Comedy', 'Romance']","['Hrithik Roshan', 'Katrina Kaif', 'Danny Denzongpa', 'Javed Jaffrey', 'Jimmy Shergill', 'Pavan Malhotra', 'Vikram Gokhale', 'Kanwaljit Singh', 'Deepti Naval', 'Ron Smoorenburg', 'Ankur Vikal', 'Frank M. Ahearn']","['Parth Arora', 'Navmeet Singh', 'Prashant Singh', 'Aadore Mukherjee Mehra', 'Armit Chhabra', 'Kshitij Ravi Prasad']","['Siddharth Anand', 'Deepa Alimchandani', 'Sheel Nimbalkar', 'Ashutosh Sharma', 'Lakshya Raj Anand', 'Nishit Bhatia', 'Vihan Shah', 'Raveena Taurani']"
658412,लूडो,Ludo,"Ludo is about the butterfly effect and how, despite all the chaos and crowd of the world, all our lives are inextricably connected. From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",2020-11-12,"['Crime', 'Comedy']","['Abhishek Bachchan', 'Pankaj Tripathi', 'Sanya Malhotra', 'Aditya Roy Kapur', 'Rajkummar Rao', 'Fatima Sana Shaikh', 'Rohit Saraf', 'Pearle Maaney', 'Inayat Verma', 'Asha Negi', 'Bhanu Uday', 'Shalini Vatsa', 'Ishtiyak Khan', 'Anurag Basu']","['Bhushan Kumar', 'Trishaan', 'Shubham Gaur']","['Anurag Basu', 'Anurag Basu', 'Anurag Basu', 'Anurag Basu', 'Anurag Basu', 'Anurag Basu']"
206324,भाग मिल्खा भाग,Bhaag Milkha Bhaag,"The true story of the ""Flying Sikh"" world champion runner and Olympian Milkha Singh who overcame the massacre of his family, civil war during the India-Pakistan partition, and homelessness to become one of India's most iconic athletes.",2013-07-12,"['History', 'Action', 'Drama']","['Farhan Akhtar', 'Sonam Kapoor', 'Divya Dutta', 'Pavan Malhotra', 'Rebecca Breeds', 'Prakash Raj', 'Yograj Singh', 'Art Malik', 'Herry Tangiri', 'Meesha Shafi', 'K.K. Raina', 'Dalip Tahil', 'Dev Gill', 'Nawab Shah', 'Jass Bhatia']","['Rajeev Tandon', 'P S Bharathi', 'P S Bharathi', 'Madhav Roy Kapur', 'Rachvin Narula', 'P S Shyam']",['Rakeysh Omprakash Mehra']
11518,मोहब्बतें,Mohabbatein,"At a prestigious all-male university, three friends seek love outside of the school grounds; at the same time, a newly-hired music teacher seeks to befriend and loosen up the militantly strict headmaster.",2000-10-27,"['Drama', 'Romance']","['Amitabh Bachchan', 'Shah Rukh Khan', 'Aishwarya Rai Bachchan', 'Jimmy Shergill', 'Preeti Jhangiani', 'Jugal Hansraj', 'Anupam Kher', 'Kim Sharma', 'Uday Chopra', 'Shamita Shetty', 'Archana Puran Singh', 'Amrish Puri', 'Shefali Shah', 'Saurabh Shukla', 'Parzaan Dastur', 'Helen', 'Hiten Patel', 'Raman Lamba', 'Ram Mohan', 'Geri Andrade', 'Rushad Rana', 'Mehul Nisar', 'Palash Dutta', 'Pearl Sukhadia', 'Meghna Patel', 'Sitaram', 'Gurdial Sira', 'Harpal Singh']","['Aditya Chopra', 'Aditya Chopra', 'Aditya Chopra', 'Karan Johar', 'Mahen Vakil']","['Yash Chopra', 'Nikkhil Advani', 'Manmohan Singh', 'Tarun Mansukhani', 'Taranjeet Singh']"
432527,पद्मावत,Padmaavat,"Rajputana, India, 13th century. The tyrannical usurper Alauddin Khilji, sultan of Delhi, becomes obsessed with Queen Padmavati, wife of King Ratan Singh of Mewar, and goes to great lengths to satisfy his greed for her.",2018-01-25,"['Drama', 'History', 'Romance']","['Ranveer Singh', 'Deepika Padukone', 'Shahid Kapoor', 'Jim Sarbh', 'Aayam Mehta', 'Ujjwal Chopra', 'Raza Murad', 'Aditi Rao Hydari', 'Anupriya Goenka', 'Padmavati Rao', 'Ashwin Dhar', 'Veena Mehta', 'Vibhav Roy', 'Muzzamil Bhavani', 'Deepak Shreemali', 'Manish Wadhwa', 'Hriiday Malhotra', 'Sharhaan Singh', 'Lankesh Bhardwaj', 'Komal Chhabria', 'Qutee Negpal', 'Ali Quli Mirza', 'Chintoo Singh Vasir', 'Mayank Kathak', 'Gulshan Walia', 'Saar Kashyap', 'Daljeet Sean Singh', 'Nazir Hussian', 'Swaroop Khan', 'Meena Mehta', 'Priyanka Pawar', 'Rohit Choudhary', 'Aslam Anwar', 'Akshay Sharma', 'Anuj Sharma', 'Mohammad Sakir', 'Mursaleem Qureshi', 'Deepak Sharma', 'Gopal Thakur', 'Aneesha Joshi', 'Farhan Siddique', 'Ayaz Khan', 'Anuj Khurana', 'Sanjeev Sharma', 'Alisha Soni', 'Arvinder Shagmer Gill', 'Mona Shetty']","['Shruti Mahajan', 'Arvinder Gill', 'Ajit Andhare', 'Chetan Deolekar', 'Shobha Sant', 'Mohan Bangera', 'Pratik Rawal', 'Sudhanshu Vats']","['Sanjay Leela Bhansali', 'Sanjay Leela Bhansali', 'Sanjay Leela Bhansali', 'Sanjay Leela Bhansali', 'Amber Lall']"
117691,गैंग्स ऑफ़ वास्सेपुर पार्ट - १,Gangs of Wasseypur - Part 1,"Shahid Khan is exiled after impersonating the legendary Sultana Daku in order to rob British trains. Now outcast, Shahid becomes a worker at Ramadhir Singh's colliery, only to spur a revenge battle that passes on to generations. At the turn of the decade, Shahid's son, the philandering Sardar Khan vows to get his father's honor back, becoming the most feared man of Wasseypur.",2012-06-22,"['Action', 'Thriller', 'Crime']","['Manoj Bajpayee', 'Richa Chadha', 'Tigmanshu Dhulia', 'Nawazuddin Siddiqui', 'Reema Sen', 'Huma Qureshi', 'Piyush Mishra', 'Jameel Khan', 'Jaideep Ahlawat', 'Pankaj Tripathi', 'Vipin Sharma', 'Vineet Kumar Singh', 'Satyakam Anand', 'Anurita Jha', 'Pramod Pathak', 'Harish Khanna', 'Yashpal Sharma']","['Ajay Rai', 'Prasanth Kumar', 'Mukesh Chhabra', 'Guneet Monga', 'Meraj Shaikh', 'Sunil Bohra', 'Rakesh Bhagwani']","['Anurag Kashyap', 'Anurag Kashyap', 'Anurag Kashyap', 'Shlok Sharma', 'Neeraj Ghaywan', 'Rohit Pandey']"
15977,देव .डी,Dev.D,"Because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths.",2009-02-06,"['Comedy', 'Drama', 'Romance']","['Abhay Deol', 'Mahie Gill', 'Kalki Koechlin', 'Parakh Madan', 'Kuldeep Singh', 'Gurkirtan', 'Sanjay Kumar', 'Aseem Sharma', 'Satwant Kaur', 'Shena Gamat', 'Nawazuddin Siddiqui', 'Sunil Grover', 'Binnu Dhillon']","['Ronnie Screwvala', 'Siddharth Roy Kapur', 'Vikas Bahl', 'Gautam Kishanchandani']","['Anurag Kashyap', 'Anurag Kashyap', 'Vikramaditya Motwane']"
19666,लगान,Lagaan: Once Upon a Time in India,"In 1890s India, an arrogant British commander challenges the harshly taxed residents of Champaner to a high-stakes cricket match.",2001-06-15,"['Adventure', 'Romance', 'Drama']","['Aamir Khan', 'Gracy Singh', 'Rachel Shelley', 'Paul Blackthorne', 'Kulbhushan Kharbanda', 'Suhasini Mulay', 'Yashpal Sharma', 'Raj Zutshi', 'Rajendra Gupta', 'Akhilendra Mishra', 'Raghubir Yadav', 'Javed Khan', 'Daya Shankar Pandey', 'A.K. Hangal', 'Pradeep Ram Singh Rawat', 'Aditya Lakhia', 'Rajesh Vivek', 'Amin Hajee', 'Amitabh Bachchan', 'Shri Vallabh Vyas', 'Anupam Shyam', 'John Rowe', 'Jeremy Child', 'Howard Lee', 'David Gant', 'Ben Nealon', 'Raja Awasthi', 'Amin Gazi', 'Pramatesh Mehta', 'Chris England', 'Simon Holmes', 'Jon House']","['Uma Da Cunha', 'Urvashi Chugani']","['Ashutosh Gowariker', 'Ashutosh Gowariker', 'Ashutosh Gowariker', 'Ashutosh Gowariker', 'Ashutosh Gowariker', 'Ashutosh Gowariker', 'Mansoor Khan']"
14134,मैं हूँ ना,Main Hoon Na,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.",2004-04-30,['Drama'],"['Shah Rukh Khan', 'Amrita Rao', 'Zayed Khan', 'Sushmita Sen', 'Suniel Shetty', 'Naseeruddin Shah', 'Kirron Kher', 'Rakhi Sawant', 'Boman Irani', 'Satish Shah', 'Murali Sharma', 'Tabu', 'Uday Chopra', 'Kabir Bedi', 'Bindu', 'Praveen Sirohi', 'Rajeev Punjabi']","['Sanjiv Chawla', 'Karan Johar', 'Gauri Khan', 'Ratan Jain', 'Bharat Shah', 'Anil Sable', 'Sameer Khan', 'Vishal Punjabi', 'Vishal Punjabi', 'Vishal Punjabi']","['Karan Malhotra', 'Vikram Nath Gupta', 'Sonu Thakur', 'Vibhu Kashyap']"
19703,A Wednesday!,A Wednesday!,"A retired police commissioner recounts the most memorable case of his career, wherein he was informed about a bomb scare in Mumbai.",2008-09-05,"['Drama', 'Thriller']","['Anupam Kher', 'Naseeruddin Shah', 'Jimmy Shergill', 'Deepal Shaw', 'Aamir Bashir', 'Rohitash Gaud', 'Vijay Bhatia', 'Kali Prasad Mukherjee', 'Gaurav Kapur', 'Chetan Pandit', 'Snehal Dabi', 'Aayam Mehta', 'Mukesh Bhatt', 'Vicky Ahuja', 'Seema Malik', 'Paarth Apurva Mehrotra', 'Alok Narula', 'Veerendra Saxena', 'Bhagwan Tiwari', 'Rajendra Chawla']","['Ronnie Screwvala', 'Shital Bhatia', 'Anjum Rizvi', 'Siddharth Roy Kapur', 'Abbas Rizvi', 'B L Gautam', 'Gopal Bhasin', 'Indivar Bhatia']","['Neeraj Pandey', 'Neeraj Pandey', 'Neeraj Pandey']"
664332,गंगूबाई काठियावाड़ी,Gangubai Kathiawadi,"Duped and sold to a brothel, a young woman fearlessly reclaims her power, using underworld connections to preside over the world she was once a pawn in.",2022-02-24,"['Crime', 'Drama']","['Alia Bhatt', 'Ajay Devgn', 'Shantanu Maheshwari', 'Indira Tiwari', 'Seema Pahwa', 'Vijay Raaz', 'Jim Sarbh', 'Chhaya Kadam', 'Anmol Kajani', 'Rahul Vohra', 'Huma Qureshi', 'Varun Kapoor', 'Chum Darang', 'Raza Murad', 'Prashant Kumar', 'Mitali Jagtap', 'Pallavi Jadhav', 'Kruti Saxena', 'Sonal Sagore', 'Baldev Tehran', 'Jahangir Khan', 'Faiz Khan']","['Rahul Nanda', 'Shruti Mahajan', 'Reshmaa Kadakia', 'Chetan Deolekar', 'Himanshu Nanda', 'Akshay Jayantilal Gada', 'Dhaval Jayantilal Gada', 'Dhaval Jayantilal Gada', 'Prerna Singh']","['Sanjay Leela Bhansali', 'Sanjay Leela Bhansali', 'Sanjay Leela Bhansali', 'Sanjay Leela Bhansali', 'Sanjay Leela Bhansali', 'Anisha Shetty']"
377213,Te3n,Te3n,"A grandfather, police officer and a priest join hands to investigate and find a missing child.",2016-06-10,"['Mystery', 'Thriller', 'Drama']","['Amitabh Bachchan', 'Nawazuddin Siddiqui', 'Vidya Balan', 'Padmavati Rao', 'Mukesh Chhabra', 'Prakash Belawadi', 'Masood Akhtar', 'Tota Roy Chowdhury', 'Arun Saha', 'Sabyasachi Chakraborty', 'Aarnaa Sharma', 'Paritosh Sand', 'Suneel Sinha', 'Anupam Bhattacharya', 'Ardhendu Banerjee']","['Mukesh Chhabra', 'Hyunwoo Thomas Kim', 'Ram Mirchandani', 'Sameer Rajendran', 'Deepak Dhar', 'Abhijit Ghatak', 'Gauri Sathe', 'Aniruddh Tanwar', 'Gulab Singh Tanwar']","['Chung Keun-sup', 'Ribhu Dasgupta', 'Ribhu Dasgupta']"
431892,Trapped,Trapped,"A man gets stuck in an empty high rise without food, water or electricity.",2017-03-17,"['Thriller', 'Drama']","['Rajkummar Rao', 'Geetanjali Thapa', 'Khushboo Upadhyay']","['Vikas Bahl', 'Ranjan Singh', 'Prashant Singh', 'Dipa De Motwane', 'Madhu Mantena Varma', 'Shibasish Sarkar']","['Anurag Kashyap', 'Vikramaditya Motwane', 'Vikramaditya Motwane', 'Vikramaditya Motwane']"
17478,Dhoom,Dhoom,"A gang of bikers headed by the cool-headed and arrogant Kabir is on a robbing spree in Mumbai. They rob establishments and then zip away on their superbikes. ACP Jai Dixit is the case in-charge and he recruits a bumbling bike mechanic and racer named Ali to chase the gang on a bike and help Jai nab them. Kabir accepts the challenge, and pulls off another robbery amidst a function. This causes Jai and Ali to call it off. Jai resigns from the police force and Ali goes back to his daily job. Meanwhile Kabir has lost one of his team members and recruits Ali for their final job in Goa. The action shifts from the congested Mumbai traffic to the sunny Goa for the final showdown between cops and robbers.",2004-08-27,"['Action', 'Crime', 'Drama', 'Thriller']","['John Abraham', 'Abhishek Bachchan', 'Esha Deol', 'Uday Chopra', 'Rimi Sen', 'Manoj Joshi', 'Sanjay M. Singh', 'Farid Amiri', 'Mehul Bhojak', 'Rohit Chopra', 'Palash Dutta', 'Sanjay Keni', 'Ajay Padhye', 'Ayesha Raza', 'Mukesh Ahuja', 'Ashwin Kaushik', 'Bhupinder', 'Yusuf Hussein', 'Perizaad Zorabian', 'Arjun Sablok', 'Arav Chowdhary']","['Aditya Chopra', 'Shahnaab Alam']",['Sanjay Gadhvi']
370665,दिलवाले,Dilwale,Raj is a Mafia member. One day he meet a girl (Meera) while chasing by his rival gang and falls in love with her. Later he finds out that this girl is the daughter of the leader of his rival gang. Yet their love story continues until he was shot by his girlfriend upon a deep misunderstanding. After that incident these two lovers lives separate until their siblings fallen in love. With this new love story their paths intertwines again.,2015-12-18,"['Crime', 'Action', 'Comedy']","['Shah Rukh Khan', 'Kajol', 'Varun Dhawan', 'Kriti Sanon', 'Boman Irani', 'Johnny Lever', 'Sanjay Mishra', 'Kabir Bedi', 'Mukesh Tiwari', 'Vinod Khanna', 'Nawab Shah', 'Pankaj Tripathi', 'Varun Sharma', 'Vineet Sharma', 'Chetna Pande', 'Murali Sharma', 'Stuti Dixit', 'Naushaad Abbas', 'Pradeep Kabra', 'Jahangir Khan', 'Krishna Kotian']","['Gauri Khan', 'Karim Morani']","['Rohit Shetty', 'Rohit Shetty', 'Rohit Shetty']"
